Dataset,Detector,WindowType,TriggerN,DriftType,Precision,Recall,F1,LatencyDocs,LatencyMs,FAR,D1,D2,R
newsgroups,mmd,sliding,50,sudden,0.3333,1.0000,0.5000,92.00,25414.00,0.001761,386.3077,194.6667,0.7692
newsgroups,mmd,sliding,50,gradual,0.3333,1.0000,0.5000,124.00,14840.00,0.001761,386.3077,194.6667,0.7692
newsgroups,mmd,sliding,50,recurring,0.0000,0.0000,0.0000,nan,nan,0.001761,386.3077,194.6667,0.7692
newsgroups,padd,sliding,50,sudden,1.0000,1.0000,1.0000,75.00,25441.00,0.000000,364.0000,791.6667,0.2500
newsgroups,padd,sliding,50,gradual,0.0000,0.0000,0.0000,nan,nan,0.000000,364.0000,791.6667,0.2500
newsgroups,padd,sliding,50,recurring,0.0000,0.0000,0.0000,nan,nan,0.000000,364.0000,791.6667,0.2500
newsgroups,mmd,sliding,50,sudden,0.1667,1.0000,0.2857,84.00,26364.00,0.004405,428.4667,181.6667,0.8000
newsgroups,mmd,sliding,50,gradual,0.1667,1.0000,0.2857,88.00,11907.00,0.004405,428.4667,181.6667,0.8000
newsgroups,mmd,sliding,50,recurring,0.0000,0.0000,0.0000,nan,nan,0.004405,428.4667,181.6667,0.8000
newsgroups,padd,sliding,50,sudden,0.5000,1.0000,0.6667,23.00,51095.00,0.000881,331.2857,181.6667,0.5714
newsgroups,padd,sliding,50,gradual,0.5000,1.0000,0.6667,88.00,11226.00,0.000881,331.2857,181.6667,0.5714
newsgroups,padd,sliding,50,recurring,0.0000,0.0000,0.0000,nan,nan,0.000881,331.2857,181.6667,0.5714
newsgroups,mmd,sliding,50,sudden,0.5000,1.0000,0.6667,96.00,25435.00,0.000880,323.0000,389.0000,0.4000
newsgroups,mmd,sliding,50,gradual,0.0000,0.0000,0.0000,nan,nan,0.000880,323.0000,389.0000,0.4000
newsgroups,mmd,sliding,50,recurring,0.0000,0.0000,0.0000,nan,nan,0.000880,323.0000,389.0000,0.4000
newsgroups,padd,sliding,50,sudden,0.3333,1.0000,0.5000,20.00,40278.00,0.001761,365.0000,180.3333,0.7500
newsgroups,padd,sliding,50,gradual,0.3333,1.0000,0.5000,99.00,42656.00,0.001761,365.0000,180.3333,0.7500
newsgroups,padd,sliding,50,recurring,0.0000,0.0000,0.0000,nan,nan,0.001761,365.0000,180.3333,0.7500
