Dataset,Detector,WindowType,TriggerN,DriftType,Precision,Recall,F1,LatencyDocs,LatencyMs,FAR,D1,D2,R
newsgroups,padd,sliding,100,__GLOBAL__,1.0,0.3333,0.5,176.0,22537.0,0.0,15.0,417.6667,2.0,0.6667
newsgroups,mmd,sliding,100,sudden,0.3333,1.0,0.5,179.0,34788.0,0.001688,0.0,388.3333,0.5,2.0
newsgroups,mmd,sliding,100,gradual,0.3333,1.0,0.5,35.0,5948.0,0.001688,0.0,388.3333,0.5,2.0
newsgroups,mmd,sliding,100,recurring,0.0,0.0,0.0,nan,nan,0.001688,0.0,388.3333,0.5,3.0
newsgroups,mmd,sliding,100,__GLOBAL__,0.5,0.6667,0.5714,107.0,20368.0,0.001688,0.0,388.3333,0.5,1.0
newsgroups,padd,sliding,100,sudden,0.0,0.0,0.0,nan,nan,0.0,193.0,471.3333,2.0,1.0
newsgroups,padd,sliding,100,gradual,1.0,1.0,1.0,371.0,43428.0,0.0,193.0,471.3333,2.0,0.0
newsgroups,padd,sliding,100,recurring,0.0,0.0,0.0,nan,nan,0.0,193.0,471.3333,2.0,1.0
newsgroups,padd,sliding,100,__GLOBAL__,1.0,0.3333,0.5,371.0,43428.0,0.0,193.0,471.3333,2.0,0.6667
newsgroups,mmd,sliding,100,sudden,0.3333,1.0,0.5,179.0,34354.0,0.001692,0.0,385.0,0.5,2.0
newsgroups,mmd,sliding,100,gradual,0.3333,1.0,0.5,45.0,7326.0,0.001692,0.0,385.0,0.5,2.0
newsgroups,mmd,sliding,100,recurring,0.0,0.0,0.0,nan,nan,0.001692,0.0,385.0,0.5,3.0
newsgroups,mmd,sliding,100,__GLOBAL__,0.5,0.6667,0.5714,112.0,20840.0,0.001692,0.0,385.0,0.5,1.0
newsgroups,padd,sliding,100,sudden,0.0,0.0,0.0,nan,nan,0.0,195.0,473.0,2.0,1.0
newsgroups,padd,sliding,100,gradual,1.0,1.0,1.0,370.0,49070.0,0.0,195.0,473.0,2.0,0.0
newsgroups,padd,sliding,100,recurring,0.0,0.0,0.0,nan,nan,0.0,195.0,473.0,2.0,1.0
newsgroups,padd,sliding,100,__GLOBAL__,1.0,0.3333,0.5,370.0,49070.0,0.0,195.0,473.0,2.0,0.6667
newsgroups,mmd,sliding,50,sudden,0.5,1.0,0.6667,43.0,30981.0,0.000842,0.0,372.0,0.5,1.0
newsgroups,mmd,sliding,50,gradual,0.5,1.0,0.6667,84.0,11749.0,0.000842,0.0,372.0,0.5,1.0
newsgroups,mmd,sliding,50,recurring,0.0,0.0,0.0,nan,nan,0.000842,0.0,372.0,0.5,2.0
newsgroups,mmd,sliding,50,__GLOBAL__,0.6667,0.6667,0.6667,63.5,21365.0,0.000842,0.0,372.0,0.5,0.6667
newsgroups,padd,sliding,50,sudden,0.0,0.0,0.0,nan,nan,0.0,199.0,473.3333,2.0,1.0
newsgroups,padd,sliding,50,gradual,1.0,1.0,1.0,377.0,47433.0,0.0,199.0,473.3333,2.0,0.0
newsgroups,padd,sliding,50,recurring,0.0,0.0,0.0,nan,nan,0.0,199.0,473.3333,2.0,1.0
newsgroups,padd,sliding,50,__GLOBAL__,1.0,0.3333,0.5,377.0,47433.0,0.0,199.0,473.3333,2.0,0.6667
newsgroups,mmd,sliding,50,sudden,1.0,1.0,1.0,266.0,36672.0,0.0,71.5,352.0,0.5,0.0
newsgroups,mmd,sliding,50,gradual,1.0,1.0,1.0,287.0,50139.0,0.0,71.5,352.0,0.5,0.0
newsgroups,mmd,sliding,50,recurring,0.0,0.0,0.0,nan,nan,0.0,71.5,352.0,0.5,1.0
newsgroups,mmd,sliding,50,__GLOBAL__,1.0,0.6667,0.8,276.5,43405.5,0.0,71.5,352.0,0.5,0.3333
newsgroups,padd,sliding,50,sudden,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,1.0
newsgroups,padd,sliding,50,gradual,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,1.0
newsgroups,padd,sliding,50,recurring,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,1.0
newsgroups,padd,sliding,50,__GLOBAL__,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,nan
newsgroups,mmd,sliding,50,sudden,0.5,1.0,0.6667,130.0,30607.0,0.000873,0.0,396.3333,0.5,1.0
newsgroups,mmd,sliding,50,gradual,0.5,1.0,0.6667,11.0,7558.0,0.000873,0.0,396.3333,0.5,1.0
newsgroups,mmd,sliding,50,recurring,0.0,0.0,0.0,nan,nan,0.000873,0.0,396.3333,0.5,2.0
newsgroups,mmd,sliding,50,__GLOBAL__,0.6667,0.6667,0.6667,70.5,19082.5,0.000873,0.0,396.3333,0.5,0.6667
newsgroups,padd,sliding,50,sudden,0.0,0.0,0.0,nan,nan,0.0,0.0,420.6667,2.0,1.0
newsgroups,padd,sliding,50,gradual,1.0,1.0,1.0,115.0,19378.0,0.0,0.0,420.6667,2.0,0.0
newsgroups,padd,sliding,50,recurring,0.0,0.0,0.0,nan,nan,0.0,0.0,420.6667,2.0,1.0
newsgroups,padd,sliding,50,__GLOBAL__,1.0,0.3333,0.5,115.0,19378.0,0.0,0.0,420.6667,2.0,0.6667
newsgroups,mmd,sliding,50,sudden,0.1667,1.0,0.2857,228.0,35098.0,0.004227,0.0,377.6667,0.5,5.0
newsgroups,mmd,sliding,50,gradual,0.1667,1.0,0.2857,67.0,9678.0,0.004227,0.0,377.6667,0.5,5.0
newsgroups,mmd,sliding,50,recurring,0.0,0.0,0.0,nan,nan,0.004227,0.0,377.6667,0.5,6.0
newsgroups,mmd,sliding,50,__GLOBAL__,0.2857,0.6667,0.4,147.5,22388.0,0.004227,0.0,377.6667,0.5,2.0
newsgroups,padd,sliding,50,sudden,1.0,1.0,1.0,228.0,35100.0,0.0,0.0,914.6667,2.0,0.0
newsgroups,padd,sliding,50,gradual,0.0,0.0,0.0,nan,nan,0.0,0.0,914.6667,2.0,1.0
newsgroups,padd,sliding,50,recurring,0.0,0.0,0.0,nan,nan,0.0,0.0,914.6667,2.0,1.0
newsgroups,padd,sliding,50,__GLOBAL__,1.0,0.3333,0.5,228.0,35100.0,0.0,0.0,914.6667,2.0,0.6667
newsgroups,mmd,sliding,50,sudden,0.25,1.0,0.4,119.0,30459.0,0.002613,0.0,395.6667,0.5,3.0
newsgroups,mmd,sliding,50,gradual,0.25,1.0,0.4,13.0,8544.0,0.002613,0.0,395.6667,0.5,3.0
newsgroups,mmd,sliding,50,recurring,0.0,0.0,0.0,nan,nan,0.002613,0.0,395.6667,0.5,4.0
newsgroups,mmd,sliding,50,__GLOBAL__,0.4,0.6667,0.5,66.0,19501.5,0.002613,0.0,395.6667,0.5,1.3333
newsgroups,padd,sliding,50,sudden,0.0,0.0,0.0,nan,nan,0.000871,23.0,427.6667,2.0,2.0
newsgroups,padd,sliding,50,gradual,0.5,1.0,0.6667,162.0,23823.0,0.000871,23.0,427.6667,2.0,1.0
newsgroups,padd,sliding,50,recurring,0.0,0.0,0.0,nan,nan,0.000871,23.0,427.6667,2.0,2.0
newsgroups,padd,sliding,50,__GLOBAL__,0.5,0.3333,0.4,162.0,23823.0,0.000871,23.0,427.6667,2.0,1.0
newsgroups,mmd,sliding,50,sudden,0.25,1.0,0.4,66.0,32563.0,0.002536,0.0,380.0,0.5,3.0
newsgroups,mmd,sliding,50,gradual,0.25,1.0,0.4,60.0,8941.0,0.002536,0.0,380.0,0.5,3.0
newsgroups,mmd,sliding,50,recurring,0.0,0.0,0.0,nan,nan,0.002536,0.0,380.0,0.5,4.0
newsgroups,mmd,sliding,50,__GLOBAL__,0.4,0.6667,0.5,63.0,20752.0,0.002536,0.0,380.0,0.5,1.3333
newsgroups,padd,sliding,50,sudden,0.0,0.0,0.0,nan,nan,0.0,14.0,412.3333,2.0,1.0
newsgroups,padd,sliding,50,gradual,1.0,1.0,1.0,190.0,22880.0,0.0,14.0,412.3333,2.0,0.0
newsgroups,padd,sliding,50,recurring,0.0,0.0,0.0,nan,nan,0.0,14.0,412.3333,2.0,1.0
newsgroups,padd,sliding,50,__GLOBAL__,1.0,0.3333,0.5,190.0,22880.0,0.0,14.0,412.3333,2.0,0.6667
newsgroups,mmd,sliding,50,sudden,1.0,1.0,1.0,138.0,34314.0,0.0,0.0,395.3333,0.5,0.0
newsgroups,mmd,sliding,50,gradual,1.0,1.0,1.0,14.0,42262.0,0.0,0.0,395.3333,0.5,0.0
newsgroups,mmd,sliding,50,recurring,0.0,0.0,0.0,nan,nan,0.0,0.0,395.3333,0.5,1.0
newsgroups,mmd,sliding,50,__GLOBAL__,1.0,0.6667,0.8,76.0,38288.0,0.0,0.0,395.3333,0.5,0.3333
newsgroups,padd,sliding,50,sudden,0.0,0.0,0.0,nan,nan,0.0,0.0,413.0,2.0,1.0
newsgroups,padd,sliding,50,gradual,1.0,1.0,1.0,14.0,42014.0,0.0,0.0,413.0,2.0,0.0
newsgroups,padd,sliding,50,recurring,0.0,0.0,0.0,nan,nan,0.0,0.0,413.0,2.0,1.0
newsgroups,padd,sliding,50,__GLOBAL__,1.0,0.3333,0.5,14.0,42014.0,0.0,0.0,413.0,2.0,0.6667
newsgroups,mmd,sliding,50,sudden,0.25,1.0,0.4,392.0,46673.0,0.002551,0.0,357.0,0.5,3.0
newsgroups,mmd,sliding,50,gradual,0.25,1.0,0.4,129.0,16213.0,0.002551,0.0,357.0,0.5,3.0
newsgroups,mmd,sliding,50,recurring,0.0,0.0,0.0,nan,nan,0.002551,0.0,357.0,0.5,4.0
newsgroups,mmd,sliding,50,__GLOBAL__,0.4,0.6667,0.5,260.5,31443.0,0.002551,0.0,357.0,0.5,1.3333
newsgroups,padd,sliding,50,sudden,0.0,0.0,0.0,nan,nan,0.0,0.0,410.0,2.0,1.0
newsgroups,padd,sliding,50,gradual,1.0,1.0,1.0,129.0,16215.0,0.0,0.0,410.0,2.0,0.0
newsgroups,padd,sliding,50,recurring,0.0,0.0,0.0,nan,nan,0.0,0.0,410.0,2.0,1.0
newsgroups,padd,sliding,50,__GLOBAL__,1.0,0.3333,0.5,129.0,16215.0,0.0,0.0,410.0,2.0,0.6667
newsgroups,mmd,sliding,50,sudden,0.3333,1.0,0.5,115.0,35046.0,0.001745,83.5,353.6667,0.5,2.0
newsgroups,mmd,sliding,50,gradual,0.3333,1.0,0.5,306.0,42818.0,0.001745,83.5,353.6667,0.5,2.0
newsgroups,mmd,sliding,50,recurring,0.0,0.0,0.0,nan,nan,0.001745,83.5,353.6667,0.5,3.0
newsgroups,mmd,sliding,50,__GLOBAL__,0.5,0.6667,0.5714,210.5,38932.0,0.001745,83.5,353.6667,0.5,1.0
newsgroups,padd,sliding,50,sudden,1.0,1.0,1.0,115.0,35048.0,0.0,0.0,990.0,2.0,0.0
newsgroups,padd,sliding,50,gradual,0.0,0.0,0.0,nan,nan,0.0,0.0,990.0,2.0,1.0
newsgroups,padd,sliding,50,recurring,0.0,0.0,0.0,nan,nan,0.0,0.0,990.0,2.0,1.0
newsgroups,padd,sliding,50,__GLOBAL__,1.0,0.3333,0.5,115.0,35048.0,0.0,0.0,990.0,2.0,0.6667
newsgroups,mmd,sliding,50,sudden,0.3333,1.0,0.5,97.0,36902.0,0.001775,0.0,1002.0,2.0,2.0
newsgroups,mmd,sliding,50,gradual,0.0,0.0,0.0,nan,nan,0.001775,0.0,1002.0,2.0,3.0
newsgroups,mmd,sliding,50,recurring,0.0,0.0,0.0,nan,nan,0.001775,0.0,1002.0,2.0,3.0
newsgroups,mmd,sliding,50,__GLOBAL__,0.3333,0.3333,0.3333,97.0,36902.0,0.001775,0.0,1002.0,2.0,1.3333
newsgroups,padd,sliding,50,sudden,1.0,1.0,1.0,97.0,36781.0,0.0,0.0,1002.0,2.0,0.0
newsgroups,padd,sliding,50,gradual,0.0,0.0,0.0,nan,nan,0.0,0.0,1002.0,2.0,1.0
newsgroups,padd,sliding,50,recurring,0.0,0.0,0.0,nan,nan,0.0,0.0,1002.0,2.0,1.0
newsgroups,padd,sliding,50,__GLOBAL__,1.0,0.3333,0.5,97.0,36781.0,0.0,0.0,1002.0,2.0,0.6667
newsgroups,mmd,sliding,200,sudden,0.5,1.0,0.6667,208.0,33819.0,0.000856,9.5,346.3333,0.5,1.0
newsgroups,mmd,sliding,200,gradual,0.5,1.0,0.6667,180.0,23794.0,0.000856,9.5,346.3333,0.5,1.0
newsgroups,mmd,sliding,200,recurring,0.0,0.0,0.0,nan,nan,0.000856,9.5,346.3333,0.5,2.0
newsgroups,mmd,sliding,200,__GLOBAL__,0.6667,0.6667,0.6667,194.0,28806.5,0.000856,9.5,346.3333,0.5,0.6667
newsgroups,padd,sliding,200,sudden,0.0,0.0,0.0,nan,nan,0.0,198.0,478.6667,2.0,1.0
newsgroups,padd,sliding,200,gradual,1.0,1.0,1.0,359.0,48176.0,0.0,198.0,478.6667,2.0,0.0
newsgroups,padd,sliding,200,recurring,0.0,0.0,0.0,nan,nan,0.0,198.0,478.6667,2.0,1.0
newsgroups,padd,sliding,200,__GLOBAL__,1.0,0.3333,0.5,359.0,48176.0,0.0,198.0,478.6667,2.0,0.6667
newsgroups,mmd,sliding,200,sudden,0.5,1.0,0.6667,292.0,36547.0,0.000845,0.0,872.0,2.0,1.0
newsgroups,mmd,sliding,200,gradual,0.0,0.0,0.0,nan,nan,0.000845,0.0,872.0,2.0,2.0
newsgroups,mmd,sliding,200,recurring,0.0,0.0,0.0,nan,nan,0.000845,0.0,872.0,2.0,2.0
newsgroups,mmd,sliding,200,__GLOBAL__,0.5,0.3333,0.4,292.0,36547.0,0.000845,0.0,872.0,2.0,1.0
newsgroups,padd,sliding,200,sudden,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,1.0
newsgroups,padd,sliding,200,gradual,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,1.0
newsgroups,padd,sliding,200,recurring,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,1.0
newsgroups,padd,sliding,200,__GLOBAL__,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,nan
newsgroups,mmd,sliding,200,sudden,1.0,1.0,1.0,295.0,35577.0,0.0,20.0,349.6667,0.5,0.0
newsgroups,mmd,sliding,200,gradual,1.0,1.0,1.0,191.0,25199.0,0.0,20.0,349.6667,0.5,0.0
newsgroups,mmd,sliding,200,recurring,0.0,0.0,0.0,nan,nan,0.0,20.0,349.6667,0.5,1.0
newsgroups,mmd,sliding,200,__GLOBAL__,1.0,0.6667,0.8,243.0,30388.0,0.0,20.0,349.6667,0.5,0.3333
newsgroups,padd,sliding,200,sudden,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,1.0
newsgroups,padd,sliding,200,gradual,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,1.0
newsgroups,padd,sliding,200,recurring,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,1.0
newsgroups,padd,sliding,200,__GLOBAL__,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,nan
newsgroups,mmd,sliding,200,sudden,1.0,1.0,1.0,111.0,33912.0,0.0,0.0,992.6667,2.0,0.0
newsgroups,mmd,sliding,200,gradual,0.0,0.0,0.0,nan,nan,0.0,0.0,992.6667,2.0,1.0
newsgroups,mmd,sliding,200,recurring,0.0,0.0,0.0,nan,nan,0.0,0.0,992.6667,2.0,1.0
newsgroups,mmd,sliding,200,__GLOBAL__,1.0,0.3333,0.5,111.0,33912.0,0.0,0.0,992.6667,2.0,0.6667
newsgroups,padd,sliding,200,sudden,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,1.0
newsgroups,padd,sliding,200,gradual,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,1.0
newsgroups,padd,sliding,200,recurring,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,1.0
newsgroups,padd,sliding,200,__GLOBAL__,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,nan
newsgroups,mmd,sliding,200,sudden,1.0,1.0,1.0,146.0,30054.0,0.0,0.0,969.3333,2.0,0.0
newsgroups,mmd,sliding,200,gradual,0.0,0.0,0.0,nan,nan,0.0,0.0,969.3333,2.0,1.0
newsgroups,mmd,sliding,200,recurring,0.0,0.0,0.0,nan,nan,0.0,0.0,969.3333,2.0,1.0
newsgroups,mmd,sliding,200,__GLOBAL__,1.0,0.3333,0.5,146.0,30054.0,0.0,0.0,969.3333,2.0,0.6667
newsgroups,padd,sliding,200,sudden,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,1.0
newsgroups,padd,sliding,200,gradual,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,1.0
newsgroups,padd,sliding,200,recurring,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,1.0
newsgroups,padd,sliding,200,__GLOBAL__,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,nan
newsgroups,mmd,sliding,200,sudden,1.0,1.0,1.0,295.0,37346.0,0.0,8.5,341.3333,0.5,0.0
newsgroups,mmd,sliding,200,gradual,1.0,1.0,1.0,193.0,23644.0,0.0,8.5,341.3333,0.5,0.0
newsgroups,mmd,sliding,200,recurring,0.0,0.0,0.0,nan,nan,0.0,8.5,341.3333,0.5,1.0
newsgroups,mmd,sliding,200,__GLOBAL__,1.0,0.6667,0.8,244.0,30495.0,0.0,8.5,341.3333,0.5,0.3333
newsgroups,padd,sliding,200,sudden,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,1.0
newsgroups,padd,sliding,200,gradual,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,1.0
newsgroups,padd,sliding,200,recurring,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,1.0
newsgroups,padd,sliding,200,__GLOBAL__,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,nan
newsgroups,mmd,sliding,200,sudden,1.0,1.0,1.0,145.0,35123.0,0.0,0.0,970.0,2.0,0.0
newsgroups,mmd,sliding,200,gradual,0.0,0.0,0.0,nan,nan,0.0,0.0,970.0,2.0,1.0
newsgroups,mmd,sliding,200,recurring,0.0,0.0,0.0,nan,nan,0.0,0.0,970.0,2.0,1.0
newsgroups,mmd,sliding,200,__GLOBAL__,1.0,0.3333,0.5,145.0,35123.0,0.0,0.0,970.0,2.0,0.6667
newsgroups,padd,sliding,200,sudden,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,1.0
newsgroups,padd,sliding,200,gradual,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,1.0
newsgroups,padd,sliding,200,recurring,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,1.0
newsgroups,padd,sliding,200,__GLOBAL__,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,nan
newsgroups,mmd,sliding,200,sudden,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,1.0
newsgroups,mmd,sliding,200,gradual,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,1.0
newsgroups,mmd,sliding,200,recurring,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,1.0
newsgroups,mmd,sliding,200,__GLOBAL__,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,nan
newsgroups,padd,sliding,200,sudden,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,1.0
newsgroups,padd,sliding,200,gradual,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,1.0
newsgroups,padd,sliding,200,recurring,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,1.0
newsgroups,padd,sliding,200,__GLOBAL__,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,nan
newsgroups,mmd,sliding,200,sudden,0.5,1.0,0.6667,209.0,35266.0,0.000844,0.0,927.3333,2.0,1.0
newsgroups,mmd,sliding,200,gradual,0.0,0.0,0.0,nan,nan,0.000844,0.0,927.3333,2.0,2.0
newsgroups,mmd,sliding,200,recurring,0.0,0.0,0.0,nan,nan,0.000844,0.0,927.3333,2.0,2.0
newsgroups,mmd,sliding,200,__GLOBAL__,0.5,0.3333,0.4,209.0,35266.0,0.000844,0.0,927.3333,2.0,1.0
newsgroups,padd,sliding,200,sudden,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,1.0
newsgroups,padd,sliding,200,gradual,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,1.0
newsgroups,padd,sliding,200,recurring,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,1.0
newsgroups,padd,sliding,200,__GLOBAL__,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,nan
newsgroups,mmd,sliding,200,sudden,0.5,1.0,0.6667,300.0,37840.0,0.000846,0.0,866.6667,2.0,1.0
newsgroups,mmd,sliding,200,gradual,0.0,0.0,0.0,nan,nan,0.000846,0.0,866.6667,2.0,2.0
newsgroups,mmd,sliding,200,recurring,0.0,0.0,0.0,nan,nan,0.000846,0.0,866.6667,2.0,2.0
newsgroups,mmd,sliding,200,__GLOBAL__,0.5,0.3333,0.4,300.0,37840.0,0.000846,0.0,866.6667,2.0,1.0
newsgroups,padd,sliding,200,sudden,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,1.0
newsgroups,padd,sliding,200,gradual,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,1.0
newsgroups,padd,sliding,200,recurring,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,1.0
newsgroups,padd,sliding,200,__GLOBAL__,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,nan
