Dataset,Detector,WindowType,TriggerN,DriftType,Precision,Recall,F1,LatencyDocs,LatencyMs,FAR,D1,D2,R
newsgroups,padd,sliding,200,recurring,0.0,0.0,0.0,nan,nan,0.0,0.0,774.0,2.0,1.0
newsgroups,padd,sliding,200,__GLOBAL__,1.0,0.3333,0.5,439.0,54192.0,0.0,0.0,774.0,2.0,0.6667
newsgroups,mmd,sliding,200,sudden,1.0,1.0,1.0,267.0,37752.0,0.0,0.0,888.6667,2.0,0.0
newsgroups,mmd,sliding,200,gradual,0.0,0.0,0.0,nan,nan,0.0,0.0,888.6667,2.0,1.0
newsgroups,mmd,sliding,200,recurring,0.0,0.0,0.0,nan,nan,0.0,0.0,888.6667,2.0,1.0
newsgroups,mmd,sliding,200,__GLOBAL__,1.0,0.3333,0.5,267.0,37752.0,0.0,0.0,888.6667,2.0,0.6667
newsgroups,padd,sliding,200,sudden,1.0,1.0,1.0,267.0,37752.0,0.0,0.0,888.6667,2.0,0.0
newsgroups,padd,sliding,200,gradual,0.0,0.0,0.0,nan,nan,0.0,0.0,888.6667,2.0,1.0
newsgroups,padd,sliding,200,recurring,0.0,0.0,0.0,nan,nan,0.0,0.0,888.6667,2.0,1.0
newsgroups,padd,sliding,200,__GLOBAL__,1.0,0.3333,0.5,267.0,37752.0,0.0,0.0,888.6667,2.0,0.6667
newsgroups,mmd,sliding,200,sudden,0.5,1.0,0.6667,156.0,34162.0,0.000847,0.0,962.6667,2.0,1.0
newsgroups,mmd,sliding,200,gradual,0.0,0.0,0.0,nan,nan,0.000847,0.0,962.6667,2.0,2.0
newsgroups,mmd,sliding,200,recurring,0.0,0.0,0.0,nan,nan,0.000847,0.0,962.6667,2.0,2.0
newsgroups,mmd,sliding,200,__GLOBAL__,0.5,0.3333,0.4,156.0,34162.0,0.000847,0.0,962.6667,2.0,1.0
newsgroups,padd,sliding,200,sudden,1.0,1.0,1.0,294.0,36694.0,0.0,0.0,870.6667,2.0,0.0
newsgroups,padd,sliding,200,gradual,0.0,0.0,0.0,nan,nan,0.0,0.0,870.6667,2.0,1.0
newsgroups,padd,sliding,200,recurring,0.0,0.0,0.0,nan,nan,0.0,0.0,870.6667,2.0,1.0
newsgroups,padd,sliding,200,__GLOBAL__,1.0,0.3333,0.5,294.0,36694.0,0.0,0.0,870.6667,2.0,0.6667
newsgroups,mmd,sliding,200,sudden,1.0,1.0,1.0,146.0,34186.0,0.0,0.0,969.3333,2.0,0.0
newsgroups,mmd,sliding,200,gradual,0.0,0.0,0.0,nan,nan,0.0,0.0,969.3333,2.0,1.0
newsgroups,mmd,sliding,200,recurring,0.0,0.0,0.0,nan,nan,0.0,0.0,969.3333,2.0,1.0
newsgroups,mmd,sliding,200,__GLOBAL__,1.0,0.3333,0.5,146.0,34186.0,0.0,0.0,969.3333,2.0,0.6667
newsgroups,padd,sliding,200,sudden,1.0,1.0,1.0,146.0,34189.0,0.0,0.0,969.3333,2.0,0.0
newsgroups,padd,sliding,200,gradual,0.0,0.0,0.0,nan,nan,0.0,0.0,969.3333,2.0,1.0
newsgroups,padd,sliding,200,recurring,0.0,0.0,0.0,nan,nan,0.0,0.0,969.3333,2.0,1.0
newsgroups,padd,sliding,200,__GLOBAL__,1.0,0.3333,0.5,146.0,34189.0,0.0,0.0,969.3333,2.0,0.6667
