Dataset,Detector,WindowType,TriggerN,DriftType,Precision,Recall,F1,LatencyDocs,LatencyMs,FAR,D1,D2,R
newsgroups,mmd,sliding,200,recurring,0.0,0.0,0.0,nan,nan,0.0,14.0,340.3333,0.5,1.0
newsgroups,mmd,sliding,200,__GLOBAL__,1.0,0.6667,0.8,186.0,35535.0,0.0,14.0,340.3333,0.5,0.3333
newsgroups,padd,sliding,200,sudden,1.0,1.0,1.0,313.0,37107.0,0.0,0.0,858.0,2.0,0.0
newsgroups,padd,sliding,200,gradual,0.0,0.0,0.0,nan,nan,0.0,0.0,858.0,2.0,1.0
newsgroups,padd,sliding,200,recurring,0.0,0.0,0.0,nan,nan,0.0,0.0,858.0,2.0,1.0
newsgroups,padd,sliding,200,__GLOBAL__,1.0,0.3333,0.5,313.0,37107.0,0.0,0.0,858.0,2.0,0.6667
newsgroups,mmd,sliding,200,sudden,1.0,1.0,1.0,391.0,48660.0,0.0,0.0,806.0,2.0,0.0
newsgroups,mmd,sliding,200,gradual,0.0,0.0,0.0,nan,nan,0.0,0.0,806.0,2.0,1.0
newsgroups,mmd,sliding,200,recurring,0.0,0.0,0.0,nan,nan,0.0,0.0,806.0,2.0,1.0
newsgroups,mmd,sliding,200,__GLOBAL__,1.0,0.3333,0.5,391.0,48660.0,0.0,0.0,806.0,2.0,0.6667
newsgroups,padd,sliding,200,sudden,1.0,1.0,1.0,391.0,48684.0,0.0,0.0,806.0,2.0,0.0
newsgroups,padd,sliding,200,gradual,0.0,0.0,0.0,nan,nan,0.0,0.0,806.0,2.0,1.0
newsgroups,padd,sliding,200,recurring,0.0,0.0,0.0,nan,nan,0.0,0.0,806.0,2.0,1.0
newsgroups,padd,sliding,200,__GLOBAL__,1.0,0.3333,0.5,391.0,48684.0,0.0,0.0,806.0,2.0,0.6667
newsgroups,mmd,sliding,200,sudden,1.0,1.0,1.0,211.0,26501.0,0.0,10.5,340.3333,0.5,0.0
newsgroups,mmd,sliding,200,gradual,1.0,1.0,1.0,200.0,24111.0,0.0,10.5,340.3333,0.5,0.0
newsgroups,mmd,sliding,200,recurring,0.0,0.0,0.0,nan,nan,0.0,10.5,340.3333,0.5,1.0
newsgroups,mmd,sliding,200,__GLOBAL__,1.0,0.6667,0.8,205.5,25306.0,0.0,10.5,340.3333,0.5,0.3333
newsgroups,padd,sliding,200,sudden,1.0,1.0,1.0,492.0,51471.0,0.0,10.5,340.3333,0.5,0.0
newsgroups,padd,sliding,200,gradual,1.0,1.0,1.0,200.0,24134.0,0.0,10.5,340.3333,0.5,0.0
newsgroups,padd,sliding,200,recurring,0.0,0.0,0.0,nan,nan,0.0,10.5,340.3333,0.5,1.0
newsgroups,padd,sliding,200,__GLOBAL__,1.0,0.6667,0.8,346.0,37802.5,0.0,10.5,340.3333,0.5,0.3333
newsgroups,mmd,sliding,200,sudden,1.0,1.0,1.0,160.0,24389.0,0.0,12.0,340.3333,0.5,0.0
newsgroups,mmd,sliding,200,gradual,1.0,1.0,1.0,203.0,43294.0,0.0,12.0,340.3333,0.5,0.0
newsgroups,mmd,sliding,200,recurring,0.0,0.0,0.0,nan,nan,0.0,12.0,340.3333,0.5,1.0
newsgroups,mmd,sliding,200,__GLOBAL__,1.0,0.6667,0.8,181.5,33841.5,0.0,12.0,340.3333,0.5,0.3333
newsgroups,padd,sliding,200,sudden,1.0,1.0,1.0,160.0,24414.0,0.0,12.0,340.3333,0.5,0.0
newsgroups,padd,sliding,200,gradual,1.0,1.0,1.0,203.0,43327.0,0.0,12.0,340.3333,0.5,0.0
newsgroups,padd,sliding,200,recurring,0.0,0.0,0.0,nan,nan,0.0,12.0,340.3333,0.5,1.0
newsgroups,padd,sliding,200,__GLOBAL__,1.0,0.6667,0.8,181.5,33870.5,0.0,12.0,340.3333,0.5,0.3333
newsgroups,mmd,sliding,200,sudden,1.0,1.0,1.0,375.0,45827.0,0.0,30.5,341.3333,0.5,0.0
newsgroups,mmd,sliding,200,gradual,1.0,1.0,1.0,237.0,28957.0,0.0,30.5,341.3333,0.5,0.0
newsgroups,mmd,sliding,200,recurring,0.0,0.0,0.0,nan,nan,0.0,30.5,341.3333,0.5,1.0
newsgroups,mmd,sliding,200,__GLOBAL__,1.0,0.6667,0.8,306.0,37392.0,0.0,30.5,341.3333,0.5,0.3333
newsgroups,padd,sliding,200,sudden,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,1.0
newsgroups,padd,sliding,200,gradual,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,1.0
newsgroups,padd,sliding,200,recurring,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,1.0
newsgroups,padd,sliding,200,__GLOBAL__,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,nan
newsgroups,mmd,sliding,200,sudden,1.0,1.0,1.0,192.0,31143.0,0.0,29.0,341.0,0.5,0.0
newsgroups,mmd,sliding,200,gradual,1.0,1.0,1.0,235.0,42576.0,0.0,29.0,341.0,0.5,0.0
newsgroups,mmd,sliding,200,recurring,0.0,0.0,0.0,nan,nan,0.0,29.0,341.0,0.5,1.0
newsgroups,mmd,sliding,200,__GLOBAL__,1.0,0.6667,0.8,213.5,36859.5,0.0,29.0,341.0,0.5,0.3333
newsgroups,padd,sliding,200,sudden,1.0,1.0,1.0,341.0,42694.0,0.0,0.0,839.3333,2.0,0.0
newsgroups,padd,sliding,200,gradual,0.0,0.0,0.0,nan,nan,0.0,0.0,839.3333,2.0,1.0
newsgroups,padd,sliding,200,recurring,0.0,0.0,0.0,nan,nan,0.0,0.0,839.3333,2.0,1.0
newsgroups,padd,sliding,200,__GLOBAL__,1.0,0.3333,0.5,341.0,42694.0,0.0,0.0,839.3333,2.0,0.6667
newsgroups,mmd,sliding,200,sudden,0.5,1.0,0.6667,229.0,31780.0,0.000847,0.0,914.0,2.0,1.0
newsgroups,mmd,sliding,200,gradual,0.0,0.0,0.0,nan,nan,0.000847,0.0,914.0,2.0,2.0
newsgroups,mmd,sliding,200,recurring,0.0,0.0,0.0,nan,nan,0.000847,0.0,914.0,2.0,2.0
newsgroups,mmd,sliding,200,__GLOBAL__,0.5,0.3333,0.4,229.0,31780.0,0.000847,0.0,914.0,2.0,1.0
newsgroups,padd,sliding,200,sudden,1.0,1.0,1.0,488.0,51681.0,0.0,0.0,741.3333,2.0,0.0
newsgroups,padd,sliding,200,gradual,0.0,0.0,0.0,nan,nan,0.0,0.0,741.3333,2.0,1.0
newsgroups,padd,sliding,200,recurring,0.0,0.0,0.0,nan,nan,0.0,0.0,741.3333,2.0,1.0
newsgroups,padd,sliding,200,__GLOBAL__,1.0,0.3333,0.5,488.0,51681.0,0.0,0.0,741.3333,2.0,0.6667
newsgroups,mmd,sliding,200,sudden,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,1.0
newsgroups,mmd,sliding,200,gradual,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,1.0
newsgroups,mmd,sliding,200,recurring,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,1.0
newsgroups,mmd,sliding,200,__GLOBAL__,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,nan
newsgroups,padd,sliding,200,sudden,1.0,1.0,1.0,157.0,31122.0,0.0,0.0,962.0,2.0,0.0
newsgroups,padd,sliding,200,gradual,0.0,0.0,0.0,nan,nan,0.0,0.0,962.0,2.0,1.0
newsgroups,padd,sliding,200,recurring,0.0,0.0,0.0,nan,nan,0.0,0.0,962.0,2.0,1.0
newsgroups,padd,sliding,200,__GLOBAL__,1.0,0.3333,0.5,157.0,31122.0,0.0,0.0,962.0,2.0,0.6667
